id,sqft,bedrooms,bathrooms,zip,city,neighbourhood,norm_property_type,norm_laundry,norm_parking,quality,rent
1432244,649.0,1.0,1.0,20004,Washington,Penn Quarter,apartment,In Unit,Garage,1.0,649.0
2311027,436.0,1.0,1.0,20036,Washington,Dupont Circle,condominium,,,0.0,662.0
1260774,696.0,1.0,1.0,20001,Washington,Chinatown,apartment,In Unit,,0.0,727.0
2895465,550.0,1.0,1.0,20002,Washington,Ivy City,apartment,,,0.0,800.0
2245415,620.0,1.0,1.0,20019,Washington,Marshall Heights,apartment,,Off Street,0.7198463597462125,800.0
1862477,650.0,1.0,1.0,20019,Washington,Marshall Heights,apartment,On Site,Street,0.5416322695001725,823.0
1564279,220.0,0.0,1.0,20012,Washington,Lamond Riggs,other,On Site,Street,0.5696482919821421,850.0
1509661,220.0,0.0,1.0,20012,Washington,Lamond Riggs,other,On Site,Street,0.5555672231292603,850.0
1587723,700.0,1.0,1.0,20032,Washington,Washington Highlands,condominium,None,Street,1.0,870.0
2061997,700.0,1.0,1.0,20032,Washington,Washington Highlands,condominium,None,Off Street,0.10255311741633774,870.0
2193051,500.0,0.0,1.0,20019,Washington,Southeast Washington,apartment,None,,0.2692521564540005,875.0
1609024,650.0,1.0,1.0,20019,Washington,Central Northeast,apartment,In Unit,Street,0.5204376086089532,875.0
2245438,750.0,2.0,1.0,20002,Washington,Ivy City,apartment,,,0.0,890.0
2201549,765.0,1.0,1.0,20001,Washington,Chinatown,apartment,In Unit,Garage,0.33921915504702715,894.0
1641498,782.0,1.0,1.0,20001,Washington,Chinatown,apartment,In Unit,Garage,0.4096244993114352,895.0
1760757,701.0,1.0,1.0,20002,Washington,Stanton Park,apartment,In Unit,Garage,0.7851196687216119,895.0
1350924,350.0,0.0,1.0,20009,Washington,Adams Morgan,apartment,In Building,Street,0.9309162773156432,895.0
1509499,540.0,1.0,1.0,20032,Washington,Bellevue,apartment,None,Street,1.0,895.0
1718826,744.0,1.0,1.0,20002,Washington,Stanton Park,apartment,In Unit,Garage,0.33921915504702715,896.0
952336,500.0,1.0,1.0,20002,Washington,Carver,apartment,In Unit,Street,1.0,899.0
2244253,300.0,0.0,1.0,20009,Washington,Cardozo/Shaw,house,In Unit,,1.0,900.0
1317190,725.0,2.0,1.0,20020,Washington,Skyland,apartment,,,1.0,900.0
2393954,1040.0,2.0,1.0,20006,Washington,George Washington University,house,,,0.33496381110078144,900.0
1031630,752.0,1.0,1.0,20001,Washington,Chinatown,apartment,In Unit,Garage,0.4096244993114352,901.0
1758849,761.0,1.0,1.5,20001,Washington,Chinatown,apartment,In Unit,Garage,0.4096244993114352,903.0
2202312,781.0,1.0,1.0,20001,Washington,Chinatown,apartment,In Unit,Garage,0.7851196687216119,904.0
1508412,680.0,0.0,1.0,20032,Washington,Washington Highlands,apartment,,,1.0,905.0
1955489,765.0,1.0,1.5,20001,Washington,Chinatown,apartment,In Unit,Carport,0.33921915504702715,906.0
927101,743.0,1.0,1.0,20001,Washington,Chinatown,apartment,In Unit,Garage,0.33921915504702715,908.0
873197,300.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,In Building,Off Street,0.0,915.0
1541307,700.0,1.0,1.0,20020,Washington,Skyland,apartment,In Unit,Garage,0.5342264470142472,919.0
953724,576.0,1.0,1.0,20032,Washington,Southeast Washington,apartment,In Building,Off Street,0.4076429425621063,924.0
1185269,510.0,0.0,1.0,20032,Washington,Southeast Washington,apartment,On Site,Off Street,0.33723759829769817,925.0
1378084,419.0,0.0,1.0,20017,Washington,Edgewood,apartment,On Site,,0.6915381068166555,925.0
2732615,600.0,0.0,1.0,20020,Washington,Skyland,apartment,In Building,Street,0.6963779116580766,925.0
2388293,431.0,0.0,1.0,20017,Washington,Edgewood,apartment,On Site,,0.5180177061882425,925.0
3300310,419.0,1.0,1.0,20017,Washington,Edgewood,apartment,On Site,,0.4476123619238345,925.0
1262193,419.0,2.0,1.0,20017,Washington,Edgewood,apartment,On Site,,0.7713308303163181,925.0
2709323,652.0,1.0,1.0,20032,Washington,Congress Heights,apartment,On Site,,0.07482932538195597,928.0
1027619,550.0,1.0,0.0,20020,Washington,Skyland,apartment,,,0.1447963239749826,935.0
1430829,550.0,1.0,1.0,20020,Washington,Douglass,apartment,,,0.14237642155427205,935.0
1185656,650.0,2.0,1.0,20020,Washington,Douglass,apartment,,,0.22216914505393465,935.0
1079218,550.0,1.0,0.0,20020,Washington,Skyland,apartment,,,0.3652536207796676,935.0
2312338,550.0,1.0,1.0,20020,Washington,Douglass,apartment,,,0.2948482765152595,935.0
1350643,550.0,1.0,1.0,20020,Washington,Douglass,apartment,On Site,Off Street,1.0,935.0
3422671,550.0,1.0,1.0,20020,Washington,Douglass,apartment,,,0.2244429322508513,935.0
2110658,600.0,1.0,1.0,20020,Washington,Skyland,apartment,In Building,Street,0.5416322695001725,935.0
3289783,650.0,2.0,1.0,20020,Washington,Douglass,apartment,,,0.2831871100830883,935.0
2143055,600.0,0.0,1.0,20020,Washington,Skyland,apartment,In Building,Street,0.5322448902649182,935.0
953244,650.0,2.0,0.0,20020,Washington,Skyland,apartment,,,0.14707011117189928,935.0
1378631,450.0,1.0,1.0,20011,Washington,16th Street Heights,apartment,In Building,Off Street,1.0,943.0
1297886,684.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,0.18476574333671075,949.0
3026178,684.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,0.4753361539582162,949.0
3437996,684.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,1.0,949.0
3297256,684.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,0.19642690976888189,949.0
2196674,700.0,1.0,1.0,20019,Washington,Marshall Heights,apartment,None,Street,0.5813094584143129,950.0
1187072,800.0,1.0,1.0,20032,Washington,Congress Heights,apartment,On Site,Off Street,1.0,950.0
1814074,750.0,1.0,1.0,20032,Washington,Bellevue,apartment,On Site,Street,0.7198463597462125,950.0
900075,375.0,0.0,1.0,20008,Washington,Cleveland Park,apartment,In Building,Street,0.4288376034533257,950.0
2889528,800.0,1.0,1.0,20032,Washington,Congress Heights,apartment,On Site,Off Street,1.0,950.0
3310161,585.0,1.0,1.0,20019,Washington,Grant Park,apartment,In Building,Off Street,0.9543847254037792,952.0
1378268,550.0,1.0,1.0,20020,Washington,Douglass,apartment,On Site,Street,0.1382671928318203,965.0
1626677,550.0,1.0,1.0,20020,Washington,Skyland,apartment,On Site,Street,0.002296309144425045,965.0
1027958,550.0,1.0,1.0,20020,Washington,Skyland,apartment,On Site,Off Street,1.0,965.0
2122552,550.0,1.0,1.0,20020,Washington,Skyland,apartment,On Site,Off Street,0.5060643093084839,965.0
1404148,550.0,1.0,1.0,20020,Washington,Douglass,apartment,On Site,,0.9353177364856828,965.0
1915185,550.0,1.0,1.0,20020,Washington,Douglass,apartment,On Site,,0.039261365190267336,965.0
954824,550.0,1.0,1.0,20002,Washington,Langston,apartment,In Building,,0.12176622155822812,975.0
3319005,820.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,0.3189011854985708,975.0
2894447,400.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,On Site,Street,0.9916420118972092,975.0
1433411,700.0,1.0,1.0,20020,Washington,Skyland,apartment,On Site,Street,0.9519648229830688,982.0
1176887,275.0,0.0,1.0,20016,Washington,Cathedral Heights,apartment,In Building,Off Street,0.5274050854234971,985.0
2592980,388.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,In Building,Street,0.4336774082947468,993.0
2509549,388.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,In Building,Street,0.407935173009694,993.0
1349305,680.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,,,0.36569196645104907,995.0
3428343,400.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,In Building,Street,0.30709390384260593,996.0
1263975,575.0,1.0,1.0,20020,Washington,Skyland,other,On Site,,0.5298249878442075,998.0
1262186,615.0,1.0,1.0,20032,Washington,Bellevue,apartment,In Building,,0.17552447932525025,999.0
3023642,615.0,1.0,1.0,20032,Washington,Bellevue,apartment,In Building,Off Street,1.0,999.0
3024345,640.0,1.0,1.0,20032,Washington,Congress Heights,apartment,In Building,Street,0.17794438174596072,999.0
2894933,640.0,1.0,0.0,20032,Washington,Congress Heights,apartment,In Building,Street,0.17794438174596072,999.0
2897533,584.0,1.0,1.0,20019,Washington,Fort Dupont,apartment,On Site,Off Street,1.0,999.0
1429745,615.0,2.0,1.0,20032,Washington,Bellevue,apartment,In Building,,0.15674972085474134,999.0
2719551,900.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,1.0,1005.0
1907659,650.0,1.0,1.0,20020,Washington,Skyland,apartment,In Building,Off Street,0.6236987801967518,1010.0
1267969,650.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,0.4407910003330845,1015.0
1027555,595.0,1.0,1.0,20032,Washington,Bellevue,apartment,In Building,Off Street,0.4615473155529222,1020.0
2589179,600.0,1.0,1.0,20002,Washington,Langston,apartment,In Unit,,0.35161089759816744,1020.0
2849865,595.0,1.0,1.0,20032,Washington,Bellevue,apartment,In Building,Off Street,1.0,1020.0
952383,550.0,0.0,1.0,20002,Washington,Edgewood,apartment,In Building,Street,1.0,1024.0
3138319,800.0,2.0,1.0,20032,Washington,Congress Heights,apartment,In Building,Street,0.013811360352802293,1024.0
1763772,750.0,1.0,1.0,20020,Washington,Skyland,apartment,In Building,Off Street,0.9097216164244241,1025.0
3296595,575.0,1.0,1.0,20020,Washington,Skyland,apartment,On Site,,0.07453709493436833,1029.0
1759240,592.0,1.0,1.0,20020,Washington,Shipley,apartment,,,1.0,1030.0
1976563,592.0,1.0,1.0,20020,Washington,Shipley,apartment,,,1.0,1030.0
3313918,883.0,2.0,1.0,20019,Washington,Carver,apartment,In Building,,1.0,1032.0
981935,595.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,In Building,Street,1.0,1046.0
981547,650.0,1.0,1.0,20032,Washington,Bellevue,apartment,,,1.0,1050.0
2452743,700.0,2.0,1.0,20019,Washington,Marshall Heights,apartment,None,Street,1.0,1050.0
1182352,690.0,1.0,1.0,20002,Washington,Stanton Park,apartment,In Unit,Street,0.53635411898737,1050.0
1698439,300.0,1.0,1.0,20015,Washington,Chevy Chase,apartment,In Building,Street,1.0,1050.0
1348969,500.0,1.0,1.0,20015,Washington,Chevy Chase,house,In Building,Street,0.7898133583392392,1050.0
1433359,600.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,In Building,Off Street,0.24805749556278114,1052.0
951612,600.0,1.0,1.0,20019,Washington,Marshall Heights,apartment,,Off Street,0.5885691656764447,1055.0
1211910,650.0,1.0,1.0,20032,Washington,Congress Heights,apartment,On Site,Off Street,0.4969691605208172,1056.0
1078979,595.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,In Building,Off Street,1.0,1061.0
927086,595.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,1.0,1061.0
3139028,827.0,2.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,1.0,1069.0
1260099,827.0,2.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,0.17068467448382912,1069.0
3429553,827.0,2.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,0.21292788104247407,1069.0
3299465,827.0,2.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,0.13782884716043872,1069.0
1002386,688.0,1.0,1.0,20020,Washington,Southeast Washington,apartment,On Site,Off Street,0.03955359563785499,1070.0
1157065,688.0,2.0,1.0,20020,Washington,Southeast Washington,apartment,On Site,Off Street,0.03955359563785499,1070.0
1257437,700.0,0.0,1.0,20001,Washington,Bloomingdale,apartment,None,Off Street,0.7360551005722169,1075.0
3438480,800.0,1.0,1.0,20019,Washington,Grant Park,apartment,None,Street,1.0,1075.0
2889381,700.0,1.0,1.0,20019,Washington,Grant Park,apartment,None,Street,1.0,1075.0
2318855,800.0,1.0,1.0,20019,Washington,Carver,apartment,On Site,Off Street,0.6656497563078091,1076.0
1428756,600.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,,,0.6677774282809318,1078.0
1609343,424.0,0.0,1.0,20001,Washington,Logan Circle/Shaw,apartment,,,1.0,1091.0
1104204,748.0,2.0,1.0,20032,Washington,Washington Highlands,apartment,,,0.20852642187243448,1095.0
2392087,700.0,1.0,1.0,20019,Washington,Marshall Heights,apartment,None,Street,1.0,1095.0
1540120,600.0,2.0,1.0,20019,Washington,Fort Dupont,apartment,On Site,Off Street,1.0,1099.0
1537768,413.0,0.0,1.0,20012,Washington,Takoma,apartment,On Site,Street,0.5016628501384442,1100.0
2159465,650.0,2.0,1.0,20002,Washington,Langston,apartment,In Building,,1.0,1100.0
1266600,700.0,0.0,1.0,20020,Washington,Twining,other,In Unit,Off Street,0.4827419764441417,1100.0
1024766,700.0,1.0,1.0,20018,Washington,Langdon,apartment,In Unit,Street,1.0,1100.0
1563319,450.0,0.0,1.0,20003,Washington,Lincoln Park,apartment,In Unit,Street,0.8533973410128974,1100.0
2114963,850.0,1.0,1.0,20019,Washington,Greenway,apartment,None,Off Street,0.2391084619989083,1100.0
2077497,760.0,1.0,1.0,20019,Washington,Marshall Heights,condominium,None,Street,1.0,1100.0
3286760,850.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,In Unit,Off Street,1.0,1100.0
955387,300.0,1.0,1.0,20007,Washington,Burleith/Hillandale,apartment,In Building,Street,1.0,1100.0
1348077,456.0,0.0,1.0,20010,Washington,Columbia Heights,apartment,In Unit,Garage,1.0,1100.0
2244076,760.0,1.0,1.0,20019,Washington,Marshall Heights,condominium,None,Street,1.0,1100.0
1103071,600.0,1.0,1.0,20011,Washington,16th Street Heights,apartment,In Building,Street,0.6165851881584141,1100.0
3300552,400.0,0.0,1.0,20002,Washington,Near Northeast,apartment,In Unit,Street,0.3843206096977641,1100.0
1029878,900.0,1.0,1.0,20019,Washington,Marshall Heights,apartment,In Building,Street,0.0,1100.0
2002025,650.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,On Site,Street,0.8742997714565289,1100.0
2377668,650.0,1.0,1.0,20002,Washington,Carver,apartment,,Street,1.0,1100.0
1105088,900.0,1.0,1.0,20019,Washington,Marshall Heights,apartment,In Building,Street,0.0,1100.0
1801717,900.0,1.0,1.0,20019,Washington,Marshall Heights,apartment,In Building,Street,0.0,1100.0
1921064,600.0,1.0,1.0,20011,Washington,16th Street Heights,apartment,On Site,Off Street,0.6165851881584141,1100.0
2593345,961.0,2.0,1.0,20020,Washington,Skyland,apartment,On Site,Off Street,0.0,1100.0
2169862,600.0,1.0,1.0,20011,Washington,16th Street Heights,apartment,On Site,Street,0.0,1100.0
2249213,700.0,2.0,1.0,20019,Washington,Marshall Heights,apartment,None,Street,1.0,1100.0
1511184,800.0,2.0,1.0,20020,Washington,Penn Branch,apartment,None,Off Street,0.6352138314051291,1100.0
1641514,780.0,2.0,1.0,20032,Washington,Congress Heights,apartment,In Building,Off Street,0.6868444171990282,1100.0
1611656,700.0,1.0,1.0,20002,Washington,Kingman Park,apartment,None,Street,1.0,1100.0
1291499,700.0,1.0,1.0,20032,Washington,Bellevue,apartment,In Unit,Street,0.051360877293819884,1100.0
1269159,650.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,On Site,Street,0.0,1100.0
1343348,900.0,1.0,1.0,20019,Washington,Marshall Heights,apartment,,Street,0.0,1100.0
1186014,750.0,1.0,1.0,20011,Washington,Petworth,apartment,In Unit,Off Street,0.15887739282786426,1100.0
1853915,300.0,1.0,1.0,20009,Washington,Adams Morgan,apartment,None,None,0.8347686977661823,1100.0
2150183,500.0,1.0,1.0,20015,Washington,Chevy Chase,house,In Building,Street,0.7804259791039848,1100.0
2709350,990.0,2.0,1.0,20032,Washington,Washington Highlands,apartment,On Site,Off Street,0.1497822440401975,1110.0
1106610,721.0,2.0,1.0,20032,Washington,Congress Heights,apartment,On Site,Off Street,0.44064488510929056,1116.0
2310856,540.0,1.0,1.0,20008,Washington,Cleveland Park,condominium,,,0.4756283844058039,1120.0
1210368,750.0,1.0,1.0,20011,Washington,Crestwood,townhouse,In Unit,Carport,1.0,1120.0
3037977,410.0,0.0,1.0,20307,Washington,Brightwood Park,apartment,In Building,None,0.20596040422793016,1124.0
1027877,650.0,2.0,1.0,20020,Washington,Skyland,apartment,On Site,Off Street,0.039261365190267336,1125.0
2661652,650.0,2.0,1.0,20020,Washington,Douglass,apartment,,,0.2244429322508513,1125.0
952515,650.0,2.0,0.0,20020,Washington,Skyland,apartment,,,0.35586624154441315,1125.0
1078176,650.0,2.0,0.0,20020,Washington,Skyland,apartment,,,0.2033943865834258,1125.0
1941254,650.0,2.0,0.0,20020,Washington,Douglass,apartment,,,0.35586624154441315,1125.0
3139714,650.0,2.0,1.0,20020,Washington,Douglass,apartment,,,0.35586624154441315,1125.0
2888299,732.0,2.0,1.0,20019,Washington,Fort Dupont,apartment,On Site,Off Street,1.0,1129.0
3438893,800.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,In Unit,Street,0.7386211182167214,1130.0
981201,800.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,In Unit,Off Street,0.7525560718458092,1130.0
1800535,800.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,In Unit,Street,0.7151526701285854,1130.0
927063,429.0,0.0,1.0,20019,Washington,Mayfair,apartment,In Unit,Garage,0.20625263467551785,1140.0
1028118,400.0,0.0,1.0,20010,Washington,Columbia Heights,apartment,On Site,Street,0.4851618788648521,1145.0
3552120,725.0,2.0,1.0,20032,Washington,Bellevue,apartment,None,Street,0.5134701317944093,1150.0
1210938,520.0,1.0,1.0,20002,Washington,Near Northeast,apartment,In Unit,Street,0.0,1150.0
1318136,780.0,2.0,1.0,20020,Washington,Anacostia,apartment,None,Street,0.0,1150.0
954733,425.0,1.0,1.0,20008,Washington,Woodley Park,apartment,In Building,Street,0.24805749556278114,1150.0
1346375,475.0,0.0,1.0,20009,Washington,Northwest Washington,house,On Site,None,0.7713308303163181,1150.0
1295912,750.0,2.0,2.0,20002,Washington,Stanton Park,apartment,In Unit,,0.11905408868992988,1150.0
1346168,850.0,1.0,1.0,20019,Washington,Hillside,apartment,,Street,0.5625346999438042,1150.0
1711074,400.0,1.0,1.0,20016,Washington,Palisades,other,On Site,None,0.236542444354404,1150.0
1946676,690.0,1.0,1.0,20002,Washington,Stanton Park,apartment,In Unit,Street,0.53635411898737,1150.0
1898633,690.0,1.0,1.0,20002,Washington,Stanton Park,apartment,In Unit,Street,0.53635411898737,1150.0
1259035,200.0,1.0,1.0,20016,Washington,Spring Valley,apartment,In Unit,Street,0.90275413960988,1150.0
2313813,650.0,2.0,1.0,20020,Washington,Douglass,apartment,On Site,Off Street,1.0,1155.0
2513013,758.0,2.0,1.0,20019,Washington,Marshall Heights,apartment,On Site,Off Street,0.4783405172741021,1155.0
2016897,300.0,0.0,1.0,20016,Washington,Cathedral Heights,apartment,In Building,,0.14508855442257032,1155.0
2319825,650.0,2.0,1.0,20020,Washington,Skyland,apartment,On Site,Street,0.011683688379679496,1155.0
2040450,902.0,1.0,2.0,20020,Washington,Skyland,apartment,On Site,,0.1967191402164696,1160.0
3138293,588.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,,,0.17339680735212742,1165.0
1002275,650.0,2.0,1.0,20020,Washington,Douglass,apartment,On Site,,1.0,1165.0
1030884,455.0,0.0,1.0,20009,Washington,Adams Morgan,apartment,In Unit,Garage,0.8789934610741562,1165.0
951578,455.0,0.0,1.0,20009,Washington,Adams Morgan,apartment,In Unit,Garage,0.8742997714565289,1165.0
3288239,400.0,0.0,1.0,20011,Washington,Petworth,apartment,In Building,Street,1.0,1170.0
1430040,730.0,1.0,1.0,20032,Washington,Bellevue,apartment,On Site,Off Street,0.3796269200801369,1174.0
1026036,456.0,1.0,1.0,20012,Washington,Takoma,apartment,In Building,Off Street,0.2553172028249127,1175.0
1345052,650.0,2.0,1.0,20002,Washington,Langston,apartment,In Unit,,0.35161089759816744,1175.0
2150944,450.0,0.0,1.0,20001,Washington,Chinatown,apartment,None,Street,0.14266865200185974,1175.0
1104423,500.0,1.0,1.0,20019,Washington,Central Northeast,apartment,In Unit,Street,1.0,1175.0
3560434,900.0,1.0,1.0,20019,Washington,Marshall Heights,apartment,,Street,0.0,1175.0
1316966,675.0,1.0,1.0,20011,Washington,Petworth,apartment,In Unit,Off Street,0.4946953733239003,1175.0
2915135,900.0,1.0,1.0,20019,Washington,Marshall Heights,apartment,,Street,0.0,1175.0
3034346,472.0,0.0,1.0,20002,Washington,Stanton Park,apartment,In Unit,,0.16599098486620195,1175.0
2443417,450.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,On Site,Street,0.695939565986695,1180.0
2218987,500.0,1.0,1.0,20002,Washington,Edgewood,apartment,In Building,Off Street,0.3908497408409265,1186.0
2512582,600.0,1.0,1.0,20011,Washington,Pleasant Hill,apartment,,,0.14750845684328082,1195.0
900286,985.0,1.0,1.0,20020,Washington,Southeast Washington,other,On Site,Off Street,0.034859906020227815,1195.0
2848249,985.0,2.0,1.0,20020,Washington,Garfield Heights,other,On Site,Off Street,0.034859906020227815,1195.0
2170650,275.0,0.0,1.0,20009,Washington,Dupont Circle,apartment,On Site,Street,1.0,1195.0
2449769,350.0,0.0,1.0,20008,Washington,Woodley Park,apartment,In Unit,Street,1.0,1195.0
3556766,400.0,0.0,1.0,20007,Washington,Foxhall Crescent,apartment,On Site,Street,0.0,1195.0
2894484,495.0,1.0,1.0,20011,Washington,Fort Totten,apartment,In Building,,0.0,1195.0
2377938,400.0,0.0,1.0,20007,Washington,Foxhall Crescent,apartment,On Site,Street,0.0,1195.0
3139332,400.0,0.0,1.0,20007,Washington,Foxhall Crescent,apartment,On Site,Street,0.0,1195.0
1212255,600.0,1.0,1.0,20019,Washington,Southeast Washington,apartment,In Unit,,0.2996880813566805,1195.0
1264000,560.0,1.0,1.0,20011,Washington,Petworth,apartment,In Unit,Street,0.3419312879153253,1195.0
1611487,400.0,0.0,1.0,20007,Washington,Foxhall Crescent,apartment,On Site,Street,0.0,1195.0
3139151,700.0,1.0,1.0,20007,Washington,Glover Park,apartment,,,0.8132818064273751,1198.0
3322400,700.0,1.0,1.0,20007,Washington,Glover Park,apartment,,,0.8085881168097481,1198.0
2721758,700.0,1.0,1.0,20007,Washington,Glover Park,apartment,,,0.8273628752802568,1198.0
3426464,700.0,1.0,1.0,20007,Washington,Glover Park,apartment,,,0.8085881168097481,1198.0
927968,425.0,0.0,1.0,20010,Washington,16th Street Heights,apartment,In Building,Garage,1.0,1199.0
3319840,300.0,0.0,1.0,20010,Washington,Pleasant Plains,apartment,In Unit,Street,0.3984016785506457,1199.0
953802,340.0,1.0,1.0,20011,Washington,Brightwood,apartment,On Site,Street,1.0,1200.0
1836564,964.0,1.0,1.0,20020,Washington,Hillsdale,apartment,,,0.08179680219649993,1200.0
2320465,638.0,1.0,1.0,20020,Washington,Skyland,condominium,In Unit,Street,1.0,1200.0
1778373,575.0,0.0,1.0,20011,Washington,Petworth,apartment,In Unit,,1.0,1200.0
2722023,309.0,0.0,1.0,20015,Washington,Friendship Heights,apartment,In Unit,None,1.0,1200.0
2159200,725.0,1.0,1.0,20002,Washington,Near Northeast,apartment,None,Street,0.35601235676820703,1200.0
3422202,350.0,1.0,1.0,20017,Washington,Brookland,apartment,In Unit,,1.0,1200.0
1178688,800.0,2.0,1.0,20001,Washington,Chinatown,apartment,On Site,Street,0.5136162470182031,1200.0
2719364,600.0,1.0,1.0,20024,Washington,Buzzard Point,apartment,In Unit,Off Street,0.15916962327545195,1200.0
2897871,635.0,1.0,1.0,20037,Washington,George Washington University,apartment,In Unit,Off Street,0.0,1200.0
1106118,600.0,0.0,1.0,20011,Washington,Hampshire Knolls,apartment,In Unit,Carport,1.0,1200.0
1345424,500.0,1.0,1.0,20011,Washington,Petworth,apartment,In Unit,Street,0.9472711333654416,1200.0
2240718,200.0,1.0,1.0,20003,Washington,Hill East,townhouse,In Unit,,1.0,1200.0
1291609,450.0,0.0,1.0,20008,Washington,Cleveland Park,apartment,In Building,None,0.6517148026787213,1200.0
2454692,520.0,1.0,1.0,20002,Washington,Near Northeast,apartment,In Unit,Street,0.0,1200.0
1709905,500.0,1.0,1.0,20007,Washington,Glover Park,apartment,In Unit,Street,1.0,1200.0
1430839,725.0,1.0,1.0,20011,Washington,Petworth,house,In Unit,Off Street,0.0,1200.0
1506024,400.0,1.0,1.0,20010,Washington,Petworth,apartment,None,None,0.3257225470893209,1200.0
2236844,500.0,1.0,1.0,20010,Washington,Petworth,apartment,In Unit,Street,0.8509774385921868,1200.0
2392610,300.0,0.0,1.0,20016,Washington,Cathedral Heights,apartment,In Building,,0.16129729524857472,1200.0
2245253,535.0,0.0,1.0,20007,Washington,Burleith/Hillandale,apartment,In Building,Street,0.473500712432681,1200.0
1719196,950.0,2.0,1.0,20020,Washington,Anacostia,apartment,None,Street,0.3163351678540665,1200.0
2722704,700.0,1.0,1.0,20020,Washington,Fairlawn,condominium,In Building,Off Street,1.0,1200.0
2159168,686.0,2.0,1.0,20020,Washington,Carver,apartment,In Unit,Street,0.0,1200.0
1105251,900.0,1.0,1.0,20317,Washington,Petworth,apartment,In Unit,Street,0.5062104245322777,1200.0
3551247,450.0,1.0,1.0,20032,Washington,Washington Highlands,apartment,In Unit,Street,0.4780482868265144,1200.0
2902527,321.0,0.0,1.0,20009,Washington,Adams Morgan,house,,Street,1.0,1200.0
1907793,650.0,1.0,1.0,20011,Washington,16th Street Heights,apartment,In Building,Street,0.0,1200.0
2603784,1178.0,3.0,2.0,20307,Washington,Brightwood Park,house,,,0.9963357015148364,1208.0
1980507,355.0,1.0,1.0,20011,Washington,Pleasant Hill,apartment,In Unit,Street,1.0,1210.0
2014766,600.0,1.0,1.0,20011,Washington,Brightwood,apartment,In Building,,1.0,1210.0
2713257,696.0,0.0,1.0,20001,Washington,Chinatown,apartment,In Unit,,1.0,1212.0
1183639,782.0,2.0,1.0,20020,Washington,Hillsdale,apartment,In Building,,0.006843883538258392,1220.0
2602016,625.0,1.0,1.0,20032,Washington,Congress Heights,apartment,In Unit,Off Street,0.3678196384241719,1225.0
950880,500.0,1.0,1.0,20011,Washington,Brightwood,apartment,In Unit,Off Street,0.036841462769556785,1225.0
3303484,720.0,1.0,1.0,20018,Washington,Langdon,apartment,In Building,Garage,1.0,1225.0
1316212,200.0,1.0,1.0,20009,Washington,Lanier Heights,apartment,In Building,Garage,1.0,1225.0
1956849,400.0,0.0,1.0,20011,Washington,Petworth,apartment,In Building,Street,0.0,1230.0
2002097,500.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,On Site,Street,0.9118492883975464,1231.0
951965,460.0,0.0,1.0,20024,Washington,Southwest Waterfront,apartment,,,1.0,1231.0
1269252,400.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,On Site,Street,0.9212366676328012,1231.0
1799602,400.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,In Building,Street,0.9540924949561914,1231.0
927071,400.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,On Site,Street,0.6939580092373661,1231.0
2124729,400.0,0.0,1.0,20011,Washington,Petworth,apartment,On Site,Street,0.0,1231.0
1264676,400.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,On Site,Street,0.6583900490456773,1231.0
1292270,400.0,0.0,1.0,20011,Washington,16th Street Heights,apartment,On Site,Street,0.7241017036924583,1231.0
1105885,400.0,0.0,1.0,20011,Washington,Brightwood,apartment,On Site,Street,0.5271128549759094,1231.0
